id,tweet,target
290,  this year was fuckd up I can t wait for it to be over I hated this year still depressed hard time getting over it  ???  ??????   fuck,1
291,Your inner bitch will do all she can to convince you that everything is hopeless and you are beyond . She loves you being  cos she has a captive audience to listen to her negativity. Don t fall for her BS  Nothing is ever as hopeless as she makes out.  pic.twitter.com dBXeDgF3eR,0
292,   I do not know anymore who I am in life because of my parents . I don t know if I still own my life the fact I feel shallow. Why does life always seem to be unfair   to the point u feel nothing.,1
293,You know you chose a good husband when he prepares lunch for you early in the morning     tears,0
294,When bad dreams come true  got me feeling like Crapulet ,1
295,Suffering from serious depression ????  Sucks my plans  times everything ????   ,1
296,Snorkel time  fury key west,0
297,Quite glad for a spot of rain  and happy it held off until    lunch  so daughter no1 could enjoy circus antics at school this am.,0
298,Hey what s up family I m having depression for dinner,0
299,Why can t I go Super Saiyan? ,0
300,Wishing you a blessed and happy morning. Glad to be here. Do you î and brighten someone s day in your pursuit of happiness.,0
501,Certain medications are known to cause  mood in a significant number of patients.,0
502, billjoehughes Sounds delightful ,0
503,Today I ate 1 month old rancid meat because I forgot what month it was.   ,1
504,I m an Indians fan so  I hate Joe Buck. Im glad he looks old af now.    bitter  AllStarGame,0
505,Nearly 1 in 2 men feel  over the  period,0
506,My Anxiety Disorder  PTSD  Depression   are real and today I am battling. My happiness is fading and my brain is messing with me so badly  I ve been trying hard not to cry  trying hard just to stay positive but I am struggling.,1
507,My man has been working out of town for a year already & I still cry every time he has to leave    ,0
508, A man s spirit will endure sickness  but a crushed spirit who can bear?   Proverbs 18 14  ESV   ,0
509, need to understand that  is NOT a phase it is the .,0
510,I feel like he lost interest in me he doesn t text me back crying sucks when he saw your story on snapchat ,1
511,living the moment  losing focus,0
512,I ve just ate 5 bags of sweets. WHAT IS LIFE,1
513,Fear not  lisajnc1951  God is with you  don t be discouraged  for He is your God  He strengthens and helps you at all time. Is 41 10,0
514,  lanimoreno and I had Chem  Anatomy  and now IB Sports together      amazing,0
515,Two options remain   1. Sell this phone 2. Sell myself. ,0
516,Same old story  same old song and dance. ,0
517, Me Before You  has me crying my eyes out right now ,0
518, m00nlightjules happy birthday mamon    ,0
519, trying to promote your video to a youtuber over 100k is simply pointless  ,0
520,I feel like I don t have a purpose in life.,1
521,I m going to keep banging on about this  cos it s true. What you focus on  you get more of. Stop telling yourself you re  or . Tell yourself you re happy  strong  confident  powerful. Not only cos you ARE  but cos your brilliant mind listens to what you tell it. pic.twitter.com CIMOnc0ocM,0
522, Past  success or  failure is no  indicator of  future  performance DON T be  afraid to take a  risk.,0
523,Humble yourself in the sight of the LORD. If we have died in Christ  then how can we be offended? A dead person cannot feel anything  right?,0
524, Dansgaming YES   I love making my own coffee drinks at home   super    ,0
525,Stranger Things S2 25secs teaser   excited  ,0
526, soyoprincess  MisfitPhoenix  beastynewall  Gunderthswain  Racist is the fashionable insult   ignore it.,0
527, and the feeling of being unwanted is the most terrible .   Mother Teresa,0
528,Lying at the pool with John   ice cream   drinks  29 degrees and listening to busted    bliss,0
529, Bombardier Joyeux anniversaire   Happy birthday Bombardier Inc.   ,0
530,I feel so fucking alone tonight I just don t even care about living right now.,1
531,Welcome to our new follower  RahmanAccess Have a  wonderful Tuesday ,0
532,If I stay got me feeling some type of way  ,0
533,America .just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,0
534, We just have to hold on a bit longer  then we can sink this monster into the ocean.   foodparty,0
535,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com rldrBbhpv0,0
536,Little things that affect you massively.  ,1
537, LFC Povey I m enjoying this so much  they re hilarious. I ve a headache from laughing . I need to stop now.,0
538,Comforting  inspiring.  faith  Housefires  GoodFather Thank you.  Beautiful  song  itswhoiam  itswhoyouare  youtperfectinallofyourways,0
539,Finally its time  i have a cuppa n its time to watch what i already know will be an epic ep of Game of Thrones  bliss,0
540,Listen  I love my mutuals so much they re such beautiful people inside and out. I m so happy to have you in my life. I love you so much,0
541,Exercise is a powerful tool for dealing with,0
542, MegZ1498 Before 10am town going clean up. Doh fret.,0
543,142  wwww  pic.twitter.com 2hJYbiVJnU,0
544, can feel ever so painful. And stigma prevents honesty about problems. Let s keep the difficult conversations going x  pic.twitter.com DwXfpvI3iX,0
545,That moment when you remember the Blue Bell ice cream in your freezer . After you ve left Texas .,0
546,tbh  I m NOT that Excited to celebrate Christmas because of my disappointments       ,1
547,When the water is boiling add in the spagetti,0
548,For some  this was the face of the  Great Depression     pic.twitter.com duwwvhCKyP,0
549,I gotta get dressed for work now  ,0
550,Closing New Years Eve and opening New Years Day  ,0
551,Every GIRL deserves a GUY who can make her SMILE  D,0
552,my 8 year old cousin stopped sharing her location with me,0
553,As the days draw near to the end  I feel as though I m suffocating and losing a piece of me. It never should ve come to this . ,1
554,I guess I m just not the kind of person you wanna hang out with .  ,1
555,Fear not  lisajnc1951  God is with you  don t be discouraged  for He is your God  He strengthens and helps you at all time. Is 41 10,0
556,too soon for drinks. Ice cream and a movie  read bad reviews but will the lead get another oscar,0
557,Dwight Howard been playing like his girl broke up with him or something ,0
558,End of the Obama Administration.   pic.twitter.com RZGeOg6xH0,0
559, myouimina U r but idk to what extent u can go with teasing me    u love it too much.,0
560,I hate that I can t get everyone in my family a gift but I m on a fixed income  ,0
561,Happy Birthday  RyanRolison24  Have an AWESOME day  We re keeping up with you on the Cape and you re doing great ,0
562,i ll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud  blessed,0
563,Finished gossip girl. Feeling   & ,0
564,Laying in bed listening to Christmas music .,0
565,When you wake up early to workout and then the fitness room smells awful  so you come back to your room to do core .,0
566,Nicole  we have to go somewhere warm and tropical nMe  okay where? nNicole  Oakland n nWhy does no one in my life ever look at a map  lost,0
567,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don t work take more,1
568, LogitechUK Been there done that ,0
569,101,0
570,Be weird. Be  happy. Be  grateful. Be  positive. Be open  minded. r love  bliss  success,0
571,Friday night. Trying to relax. Can t. Today was the 2nd time in my 20 years of federal biofuels advocacy where we just flat out lost. No way to sugarcoat it. Leaves me sick to my stomach knowing what farmers are going thru and seeing biofuels plants shut down.,0
572,A little of   yoga for a  happy day    Noeishappy  yogagirl  yogaeverydamnday  namaste  grateful  blessed  ,0
573,Silence might be suffocating and unbearable but you can t deny its comfort when you need it the most.,1
574,Loneliness is quite common in the elderly. Isolation and inactivity may harm a loved one s mental  physical  and emotional health. Visit them and bring them to social events such as family gatherings.      pic.twitter.com lq9et0AsHq,0
575,Glad the way eastenders is doing Lee s storyline   ,0
576,You aren t weathly until you have something  money can t but.  n  goodmorning    bless  guidelife  usa  uk  ksa,0
577,May  Allah keep us safe and your  Providence. May U replace sadness with  happiness and &amp  instill endless  love in your  heart Stay  bless.,0
578,When u have a cute outfit idea  but u got too fat and can t fit in the pants ,0
579, D Bushaiba  nalhussaini  happy birthday 7ayate ,0
580,Premier League starts today it will definitely keep my mind off things.,0
581,First Christmas Eve in almost 20 years that I won t be sleeping with  lizwillis ,0
582, TheSarahFader I don t even log on sometimes. ,0
583,I m sinking so fast  I don t even know where to start to save myself.  ,1
584,Apparently a mosquito bit the inside of my thigh and all I can think of is how that s the most action I ve had in months.,1
585, PromilaSingh15 Thank you so much Promila aunty   ,0
586,Just a thought  have I become afraid of things  safety in routine  what I know? ,1
587,  We re happy  free  confused  and lonely at the same time nIt s miserable and magical n ,0
588,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,0
589,I hate my life it never going get better depression is hell I feel no one understand me I only understand myself ,1
590,Mi stress out .Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,0
591,I always wake up before my alarm goes off  ,0
592, KOlusola  CurlineO Just look at those happy smiles  Beautiful   ,0
593,everything is coming back to me all of a sudden. This  . is not a good feeling at all   ,1
594,I have depression ? pff .no  . . . . . maybe .,0
595,I graduated yesterday and already had 8 family members asking what job I ve got now    nightmare,0
596,I know I sound like    hot mess. But I just don t know I am related to such mean .,1
597,Wish I had took holidays instead of being at work ,1
598,surrounded by winter and constantly aware of it  ,1
599, bobandtom  chickmcgee1  ThatJoshArnold  Not religious  but a game that the Inuit women play   first one to laugh  or breathless  losses.,0
600, AsfandKhan6 Glad it went well ,0
601,Share your  smile today ,0
602, poptartiero eXactly. Like ain t nobody wanna see that when looking at  or,0
603,Chicks I don t even talk to look up to me.  flattered,0
604, blackvoices Keep it up  gucci1017  sober clear minded I see you over in Europe on tour killing the game right now ,0
605,Overall  right now  and that s what matters  I am happier and stronger than I was on the same day last year  ,0
606,This morning  watched a hummingbird  two cardinals  a bunch of finches  a large bunny  and a baby bunny all feasting in the backyard.  happy,0
607,i m just a lil boat in the middle of the ocean  lost  alone  & always getting battered by forces beyond my control  ,1
608,If medical doctors could be trained to assess loneliness and have more places to refer their lonely patients to  other than the pharmacy for their anti depressant  we may be able to calm the tsunami of loneliness in our country.   pic.twitter.com sIePoRLeRV,0
609,I m not picky  guys are just intimidated by me . and I don t let dudes run over me or run my life and finances. If u can t respect that bye,0
610,A lot of  and  people out there looking for  but can t find it .,1
611,Ever feel like just not eating .or drinking anything?,1
612,Without  laughter life on our planet would be intolerable.,0
613, CNN  cnnbrk what is the  FakeNews of the day? Need my  laughter to start my day.  foxandfriends  realDonaldTrump  kilmeade  PeteHegseth,0
614,144,0
615,i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women  you usually see the more  classic  symptoms like crying   mood  difficulty getting out of bed  etc.  pic.twitter.com C6Hi8MOkKB,0
616,Come on blues  StateOfOrigin  Origin   NSWBlues  nsw,0
617,Sigh  another year coming to a close. For the first time in a while  I want to be alone.   1 2 ,1
618,It hurts to know I m practically invisible to you now  that I m more of a bother to you then anything else.  ,1
619,When I watch sport at times Andy Murray rugby  it would be best for me to go into a sound proof box.  animated    ,0
620, Sethrogen HUGE fan of your work    But tell me how baked were you guys when y all came up with the Sausage Party idea  hilarious,0
621,Man  filling out your dad s life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final .,0
622,Relation and connection are not somewhere and sometimes but everywhere and always  Emerson,0
623,never had a dull moment with u guys  ,0
624,Was it the molly that made you  like  me?  ,0
625,I think I have post gay weekend blues . so I bought a dildo  ,0
626,DC Young fly is hilarious man.,0
627,Its been 14 years of journey  I never expect you ll go from this earth today pet s     feeling depressed,1
628,I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  ,1
629,thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ,1
630,Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.,0
631,It s my  party  Hashtag10 and I ll  cry if I want to    Not really   Hashtag10 celebrations and I shall  rejoice  I love quirky ones ,0
632, DOBrienAJC What did you do to rile up all the Roberts?,0
633, I really don t want to interact with anyone in person  today.,1
634,Breakdown of  systems due to economic opportunities has increased  among  pic.twitter.com MyLVE432ow,0
635, Malala Happy day to you Malala    I seem to share a birthday with you  inspiring  women  education,0
636,Too much tasks at work can cause stress    and even poor performance,0
637,This night was supposed to be fun but its really not .,1
638,I was not  am nott and will not be enough ,1
639,is my least favorite thing about life   pic.twitter.com JZoErLIrgZ,1
640,this year started off horrible and ended great. a lot can happen in a year  ,0
641, chadbowers Look forward to next years  heroesonline Con in Charlotte so i can get Darkhawk signed   awesomeness,0
642, SpnTentation Thank you  My first solo run    excited  andnervous,0
643,I really love  TheFostersTV really great start to this season.   resist,0
644,For all the years I took the lynx box sets for granted and this year I didn t get one  ,0
645,My kids really spending Christmas without me lmao I m liable to hop on a flight ,1
646,Often I go to bed as soon after dinner as seems adult  I mean I try to wait for dark  in order to push away from the massive pain in sleep s frail wicker coracle.,1
647,A bit late but had to say Love You Zindagi by The Live 100 experience gave me goosebumps Big shout to all of them   awesomeness at its peak,0
648,is in the news a lot for treating  and other conditions  but what is it? Contact us to learn more   pic.twitter.com gbkOpobFY3,0
649,Happy 1 year anniversary to me &amp  my shawty   it s been an amazing year together.,0
650,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,1
651,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it s a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too,0
652,physical wounds heal  people forget what happened to you  how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1 6 of my brain missing  some days are bad .   pic.twitter.com 6d8IwVHsfG,1
653,I m new to the  instructionalcoach world and would love to know your fave resources  I will be in a high school new to IC.  nervous  excited,0
654,I could prolly ball my eyes out right now .  ,1
655,Holiday  and  is common. Design your own holiday celebration. ,0
656,Joker s job is to make public smile &amp  not spread hatred by d way.  Ra Bies,0
657,Bruno Mars  24K but instead of  it s  ,0
658,I smile,0
659, benoitgomis  AU SIS  HugoRosemont  alex corbeil My pleasure  hope it was useful and happy to keep the conversation going ,0
660, cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary. ,0
661,Don t know why I feel so  today.   ,1
662, PaulCalafiore  Absolutely   Happy blessed Tuesday  ,0
663,Daughter  her husband and kids caught a boatload of red snapper &amp  mackerel off Port Aransas . we enjoyed the  fish feast  delicious,0
664, DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,0
665,New  and a bit alarming .,0
666, is REAL . and all I wanted was a  Drake Hug  pic.twitter.com aE4zsPAx0p,0
667,No job. No car. No money. No worth.   That s kinda where I am   right now.,1
668, kimberlee  xox awe thanks you so much    love you too,0
669,No matter how hard I try  I cannot force her memories from my mind. As much I loved and love her  I don t want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me  she would spend time with me. ,1
670,Wonderful morning at my best friend s house.  She s at work  I m writing  eating her delicious fresh bread &amp  cake &amp  drinking fresh  ,0
671, lukeWHC09 Hahaaa  Was fuming with that  ,0
672,I m  the same way the Jews were depressed right before they LEFT     ,1
673, JoeGibbsRacing who designed that scheme for the interstate car? and how did whoever approves it  approve it yuck,0
674,I woke up and said  I should get a cat.   ,0
675, is more harmful than you may think   pic.twitter.com T4n5L9kdYz,0
676,2AM where do i begin? crying off my face again.,1
677,Ground control to Captain Tom  eclipse was mind blowing  solareclipse2017 ,0
678,Just hoping that 2015 will be better. That would be great.   ,1
679,After 10 days of suffering from Dengue  I m finally good and going.     rejoice,0
680, Thoughtoftheday   Perpetual optimism is a force multiplier.    Colin Powell  quote  optimism  positivity,0
681,This is the day the Lord hath made  I will rejoice &amp  be glad in it ,0
682, GutoAberconwy Your majority is 635 members of the public  believe me you have offended rather more than 635 voters ,0
683,Absolutely loving that people watching the  eclipse are cheering   for the sun  For the moon  For wonder     beautiful,0
684,Thus said the Lord God . I have heard your  prayer  I have seen your  tears  behold  I will  heal you  . 2kings 20 5a  hope  joy  jesus,0
685,Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days ,0
686,Was watching more Subnatica so fun and funny and IGP is so hilarious  funny  omg  amazing  nice  hilarious,0
687,People change for 2 reasons  1 They have learned a lot  or they have been hurt too many times  ,0
688,oh crap .I lost100 on poker games yesterday   ,1
689,Curry really can t play tonight  but the rest of the Warriors got it.,0
690,It s turning into a feel like crying night but can t  mmm.  times,1
691,is in the news a lot for treating  and other conditions  but what is it? Contact us to learn more   ,0
692,Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ? The attitude is a  get on with it  or change areas of your life you re not happy with ?,1
693,I am currently accepting new clients for Online Mindfulness Therapy via Skype for  & . Email me. Please Retweet ,0
694,Attention Crew  it s a Happy Tuesday everybody  Make someone  laugh out loud today,0
695,The dictionary words for  joy are   gladness  cheerfulness  exultation  rapture  pleasure  delight.,0
696,Anyone want to talk? I m feeling depressed,1
697, DaddysLittleK Wow I ve just spotted the cutest human being alive  blessed  ç,0
698,I give u all u want &when I say Omg look  I always get late reactions  or you just straight up miss it.   pic.twitter.com MXifaMocGY,1
699,2 days to our meetup ,0
700," chris drun kpoets  Music Hour UK    Love your new music Chris , ç It s otherworldly  like you , awesomeness .",0
701,Doing my daily devotionals brings  me such   joy to my life. Its truly  amazing to study his words.  amen  godisgood  dailydevotionals,0
702,NEW MUSIC FRIDAY  FIRST SINGLE OFF THE NEXT PROJECT.  untitled  mattrod  hiphop  boston  hartford  animosity  thesemycities,0
703,Is it today? It can be   to choose happiness   success over    failure  pic.twitter.com g48kuK2vEo,0
704,I wanted to become the top idol  I will make everyone happy so cheer on me a lot ,0
705,Low vitamin D levels contribute to .,0
706,You can clearly appreciate the sub harmonics in both . ONE  ,0
707,No haircut today ?   Work in a bit  smh,1
708,I hate a tease   First you get my hopes up and then you act like it s all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live,0
709,Can t believe I m missing my favourite night ?,1
710,2016 was the best year so far   ,0
711, JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it. love yas tons n bunches.,0
712,Uncharted 4 on Crushing is the least fun I ve ever ha splaying a video game  ,0
713,What can you say about  rogerfederer  awestruck .,0
714,You don t understand  until you can t stand your own presence in an empty room.,1
715,I feel so confused Right now . One topic is telling me  you gotta move on or ditch this dude   Another topic appeared saying  let s have a good time baby .  What the fuck dudes ,0
716,Working New Years Eve ?,1
717,I m a proud father to a mustache  babystache  adorable  newborn,0
718,Taking the Christmas decorations down today ?,0
719,Just finished Schitt s Creek and didn t even know it,0
720,Changing name doesn t change services.  hospitals should not spell   and .   Dr. Sanjeev  pic.twitter.com 1ISpCj3cGt,0
721,I almost rear ended someone stupidly bad earlier because my brain  and body are so exhausted  mentally and physically. My anxiety has been so bad today. Its been a struggle    ,1
722,No matter how much  ZescoUnitedFC lights up the forest  they end up getting lost    n ZescoForest n SSBola,0
723, joeAlane  KayleyHignell Think too timid. I think a   fee for all for ETs as suggested by  Wonkypolicywonk is way to go.,0
724,I honestly don t even wanna go to work.  ,1
725,I start my lpn program this October    blessed,0
726,Depression and man flu good end to the year,1
727,i do love shack shake,0
728,i miss being 13 because now im 17 and,1
729,Hope he gets better ?  MickeyDeadBish  Uncle Back In The Hospital   ,0
730, is a choice  is a mild side effects u get used to it     pic.twitter.com PJxqvRw1TF,0
731,Nobody understands  I don t even understand most of the time . ,1
732,Witnessed pure beauty from Ft. Lauderdale  SolarEclispe2017 ,0
733,Packer nation right now .   ,0
734,Thank you for sending random kind people into my life when I need them the most  smiling  grateful,0
735, jennvalley14 There would be no hesitation in naming 50 other things I d rather be doing rn,0
736,My brain caught a bug  Or maybe it was my heart  Darkness gives a fucj    ,1
737,Both the Pats and Panthers lose ? and my vacation just ended.,0
738,Fighting with exboyfriend   Me  I need space.  Him  Maybe if you didn t take so many meds . Me  hahahahahaha   ,1
739,I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don t like jelly fish though.   messageinabottle,0
740,If my own mother had used the profane term  or  in our home we would have sued her then removed her from our home.,0
741,My Worse Fear About This Whole Thing Has Cane True.?,1
742, ArcadeGirl64 I actually really like hearing your thoughts either way  don t hesitate to share   ,0
743, 8 years of having to endure Obama ,0
744,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ?  ,0
745,Well  I didn t receive any presents this year. Maybe it ll receive them in a couple of days or maybe next year.  ,0
746,With all of this unnessary  family drama  I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this,1
747, bitterbottom Such an amazing pic  ç,0
748,just tryna talk to somone and they got to be confused about it  life it boring as hell ,0
749,I m perhaps an introvert according to the text  but i dont hesitate to be friend with anyone esp the open minded one s .,0
750,nobody could ever know the hidden pain or the hidden  or the hidden       but  ,0
751,First class of the day &amp  I have the hottest professor  god  is  good,0
752,You was born with a purpose to help make the world a better place not to sit and do nothing       Balrsclub  Motivation  LoveIsland  fear  ®,0
753,had noodles for tea nyummmmmmy n yum  yummy  ddlg  abdl  chgl  noodles,0
754,You all ever heard a song so good but now you cant remember it,0
755,Always look on the bright side of life    ∏è  motivation,0
756,When you feel like a stranger in your own environment.   pic.twitter.com w1sj4IlSUa,1
757,I try to be optimistic  but it just gets hard when all attempts to try are met with failure. ,0
758, Laughter creates a  positive  aura &amp  transforms you into the most  beautiful    dynamic &amp   attractive person.  n Yoga  YogaLaugh,0
759,Reminder  Our office is closed tomorrow  Thursday January 1  2015. See you in the new year    ,0
760, NAME?,0
761,Don t let panic and  cause you to say YES to someone when everything within you is saying NO ,0
762,A happens when a person has at least two weeks of  mood.,0
763, Deb Renee Good morning  you re very welcome awesome ladyç,0
764, &   Depression affects many older adults receiving home care  but often is not properly treated.  pic.twitter.com pusuXIK4gp,0
765,49 away from 1 000 followers     whisky  whiskyfun  smiles  humour  giggles,0
766,Tue blues,0
767,Who will help me to be a Millionaire?  business  small business  Millionaire  start small business  money  start  my  business n    ,0
768, edsheeran ballroom dancing class tomorrow  any advice for a first timer? ,0
769,Whitey s for dinner. Called ahead   shake  burger  seasonedcurlyfries  havetoeatfast,0
770,these gloomy days outside have me like  ç  ,0
771, 31DaysOfJoy Laughter brings me so much joy  It s good for the  .  laughter  laughterishealing  laughterisgoodforthesoul,0
772, Bible reading today shows us the Lord has done  great things for us &amp  we are glad. Our mouth is filled with  laughter &amp  tongue with singing,0
773,141,0
774,Lost my job 3 1 2 months ago. Broke my back 2 weeks later  bank account laughs when I need to pay bills or buy food     I ll keep fighting this up hill battle till I can t but I need a vacation to reboot or find life ,1
775,beautiful day Lord has made let us rejoice &amp  be glad in it &amp  rejoice Hillary NOT president  God bless POTUS &amp  United States of America ,0
776,A beautiful day starts with you being cheerful and letting the  joy of the  Lord spring out of you &lt 3 n nNelly Cruz,0
777,Thought For The Day n nRemain Unruffled n n2 Thes 3 13 says  But ye  brethren  be not weary in well doing.  For many years I have,0
778,I need an IBF and takers .  ,1
779,Amazing how you can be so fatigued and unmotivated  then a few sweet words of encouragement can mobilize you in minutes to leave the house. Words like  He didn t deserve you  or  You can get better.  Or  Chinese food buffet.  I m not proud but that s where I am. ,1
780,Rise and shine  alarm  autotweet,0
781,Longing to see Your face  Christ Jesus  I rejoice in the anticipation of Your coming again ,0
782,trying to get over that i worked boxing night and am working tonight  oh and im starting to get the flu  ,0
783, camiIasvibe happy birthday girly. hope you have an amazing day  and I wish you a year of happiness and success   ,0
784,Someone has told me   You have very pretty eyes and a smile  but it s hard to ignore the Hurt  sadness & disappointment behind it.  ?,1
785,Have u ever felt so  u feel like u have to throw up 24 7 ?,1
786,Cream tea  NTColbyGarden  delicious,0
787,What should i do with my life .so many things that i should do but so many things i dont wanna be doing,1
788,the look of  on their face is killing me ,0
789,Edge of my seat  GameOfThrones loved it  dragonsontheWall ,0
790,Bout to break out my secret Santa gift after taking this fatass L in fantasy .   pic.twitter.com rXmMEsoOPJ,0
791, My  Mind is free of all aspects of  fear and  pain &amp  talk with me to produce  positive thought. n affirmation  thought  focus nPlease retweet,0
792,Last red zone Sunday for a long time ,0
793,Hopelessness is the enemy of .  prevails where  persists.    Bryan Stevenson,0
794,I just want soccer season baaaack?  ,0
795,Robert looks like a lesbian   ,0
796,Found out the peraon i liked wanted to that someone else  sadness,1
797,Back to the same stage where I was once in the month of May June    I wish I could delete year 2016 forever ,1
798,Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL    ,1
799,I miss her so much ?,0
800,Sleep always makes the pain go away. It might not be for long  but at least it s gone. ,1
801, HOESHIKO I used the wrong fowl sorry I m a  disappointment please  killme,1
802,Happy birthday         courtneymcm142 I love and miss you bunches &amp  hope you have an amazing day beautiful  ,0
803,ok but real talk for a moment   the thing with having depression from for so long from such a young age is that it s ,0
804,Yep .I have them feels right now   pic.twitter.com BafudqfBEy,0
805,I m having a good day today  might have a terrible one tomorrow  but I just want to remember that at least I had a good day. It s so easy to forget  ,1
806,Have u been secretly battling  ? Make 2017 the year you tell someone & seek help. You deserve 2 be happy  ,0
807,When you re so unbearably lonely that you want to die.,1
808,Everyone tells me the pain will fade. Maybe I don t want it to  it s the only thing that still connects me to you   ,1
809,Please can all the famous people take NOTE we have 3 days left of 2016. I m done don t wanna c another they ll be missed message ,0
810, MPSNutrition Welcome to  MPSVT  We are delighted to have you   grateful  MPSVT  relationships,0
811,Happy 12th birthday to my Neopet   retro nHappy 75th birthday  Harrison Ford   legendary nHappy 80th birthday  Krispy Kreme   delicious,0
812,I know Christmas isn t about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ??? ???     ,0
813, the road to recovery is a long and winding road that  may or may not actually be conquered. Try or die trying ,0
814, Retale It would be  awesomeness to win this for my 2 girls.,0
815,Despite being physically very unwell this past week  I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.,1
816,So upset about not being able to pay for tickets myself    really want to see the lion king again      ,0
817,Laying in bed at 1 pm. Yesterday s therapy session hit me harder than I thought it would. ,1
818,All these David Brooks sandwich tweets are much needed comic relief.  hilarious  sopressatta,0
819,Operation hang out at the Cleveland airport today.,0
820,Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to  tweet me. I ll open my inbox for you. <3,0
821, TarekFatah Wishing you well sir . you are an extremely straightforward and jovial person .,0
822,if anybody wants to talk im here,0
823,So after a 10 month hiatus  I watch a movie in a multiplex and it s Ugly  Maybe I was better off not watching any. ,0
824, RealRobFowler  BatTheMusical Fourth Visit in a row . Wow    Amazing as ever . Can t believe I can t go again .  whatpart .  brilliant   ,0
825,THE BASICS  Long ladders  nets  air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues   ,0
826, ntyrbbygrl U make my heart flutter,0
827,I feel like I m just waiting for the day to be over to get to the next day so I ll be one day closer to my life changing.,1
828,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1
829,How is it that a  and  person can plan better for life than the people who wanna live? ,0
830, ArriFaun This was such a great way to start the day lmao   ,0
831,I m screaming in the inside and I don t know how to make it stop   pic.twitter.com q1rzFILkWE,1
832,Life can be so lonely sometimes.,1
833,I am so damned sick of the near zero degree temperatures we ve had since Xmas eve. I just want to be warm again .,1
834,Well i guess no clockwork for me ????,1
835,I need to work on being a stronger person emotionally ,1
836,Well  couldn t really have done much more to spoil Christmas. Pointless beating City if we throw it away against Saints.,0
837,When monty and I read a list of all the great people we lost this year   ,0
838,Well it s New Year s Eve now???? tbf I don t wanna celebrate it ever again     never EVER happy on NYE ???  ,1
839, or ? Non Profit Organization offers help  24 7. 1 800 273 TALK  8255 ,0
840,when you care about someone and trying to help them  just hope they listen and keep positive thoughts. When they re in  depressed   wish I can help her. Talk with her make her smile,0
841,It s only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com gDHivI7EAN,0
842,Always here  right? I d like to see five of my friends post this message  Not share  to show u are always there if someone needs to talk. I think I know who will. ????  kills ????,1
843,No Sawamura dose since last week. ,0
844,I ve done enough today time 2 he,0
845,God  people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ,1
846,Small Ceramic Ashtrays for Cigars  pic.twitter.com ZYWWqXc427,0
847,My album of the year was     few artists have managed to convey the modern world s horrors so beautifully. Bold move.,0
848,You know you re depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds     ,0
849,Any girl want a load?    dm me  horny  cum  snap  dmme  cumtribute  cocktribute,0
850,So  that new  movie was a real hoot ,0
851,Feeling really down today  guys ?? not posting much but my dms are open if anyone wants to chat.  ,1
852,Not the  I know or grew up in. This is  the brutal reality of honest people & honest officials in state.   pic.twitter.com eZmQpzAOBr,0
853,Spend your day creating  smiles today ,0
854,Hard to believe right now BUT there s a World waiting for your contribution JesusChristWillHelpYouAccomplishYourDream Ask,0
855,RT findrealhealth Using  to manage  or ? Learn the side effects    pic.twitter.com nGJndXHvlm,0
